device,num
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,614
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,615
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,616
HEARTWARE VENTRICULAR ASSIST SYSTEM - CONTROLLER AC ADAPTER,617
SPEEDTRAP GRN/WHITE 30MM,618
640G INSULIN PUMP MMT-1712K,619
O-ARM O2 IMAGING SYSTEM,620
METRIX AIR,621
RESTORE ULTRA,622
SURESCAN,623
BD Q-SYTE LUER ACCESS SPLIT-SEPTUM STAND-ALONE DEVICE,624
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,625
ACTIVA,626
ACTIVA,627
S5 MAST ROLLER PUMP,628
SYNCHROMED II,629
640G INSULIN PUMP MMT-1711K,630
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWP,631
E SERIES DEFIBRILLATOR,632
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,633
IMPL TAPERED SCR-V SBM 3.7MM 3.5MM 13MM,634
630G INSULIN PUMP MMT-1715K 630G BLACK MG,635
VIPER UNIVERSAL POLY DRIVER,636
TIBIAL INLAY IMPACTOR HEAD,637
TRIDENT ACET WINDOW TRIAL 54MM,638
UNKNOWN HIP SYSTEM,639
SOLYX-MESH SYNTHETIC,640
X SERIES,641
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,642
640G INSULIN PUMP MMT-1712W,643
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWS,644
EEA ORVIL,645
OPTIFLUX 200NRE DIALYZER FINISHED ASSY.,646
OPTIFLUX 200NRE DIALYZER FINISHED ASSY.,647
TX1 TISSUE REMOVAL SYSTEM - MICROTIP,648
KANGAROO,649
NELLCOR,650
OPTEASE RETRIEVAL FILTER,651
"THUNDERBEAT 5 MM, 45 CM, FRONT-ACTUATED GRIP",652
640G INSULIN PUMP MMT-1711K,653
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,654
EDWARDS SAPIEN XT TRANSCATHETER HEART VALVE,655
PUMP MMT-1715KM 630G 3ML BLACK MEDI,656
PROT G MRI IPG,657
ACTIVA,658
BD ANGIOCATH IV CATHETER,659
TI END CAP FOR TFNA 0MM EXTN - STERILE,660
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,661
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,662
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,663
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,664
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,665
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,666
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,667
640G INSULIN PUMP MMT-1712K,668
UNKNOWN IMPLANTABLE NEUROSTIMULATOR,669
UNKNOWN IMPLANTABLE NEUROSTIMULATOR,670
"FORTIFY DR, U1.6 SJ4 US",671
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWP,672
HEARTWARE VENTRICULAR ASSIST SYSTEM - CAC ADATPER,673
BASIC CONSOLE FOR ELECTRIC PEN DRIVE,674
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,675
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,676
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,677
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,678
NI,679
640G INSULIN PUMP MMT-1712K,680
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,681
630G INSULIN PUMP MMT-1715K 630G BLACK MG,682
530G INSULIN PUMP MMT-751NAS,683
ANIMAS VIBE,684
ANIMAS VIBE,685
530G INSULIN PUMP MMT-751LNAL,686
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,687
C-QUR MOSAIC MESH,688
HIRES 90K ADVANTAGE IMPLANT,689
HIRES 90K ADVANTAGE IMPLANT,690
SYNCHROMED II,691
SYNCHROMED II,692
OMNIPOD INSULIN PUMP,693
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,694
FLEXIVA ( ) TRACTIP HIGH POWER SINGLE-USE LASER FIBER,695
ANIMAS VIBE,696
PRISM HCV,697
DYONICS POWER SMALL BATTERY HANDPIECE,698
DERMABOND PRINEO 22CM SKIN CLOSURE,699
ENDO GIA,700
REFOBACIN REVISION BONE CEMENT,701
UNKNOWN TIBIAL BEARING,702
UNKNOWN OXFORD FEMORAL COMPONENT,703
OXF ANAT BRG LT SM SIZE 3 PMA,704
V60 VENTILATOR,705
ACTIVA,706
KANGAROO,707
EX-PRESS GLAUCOMA FILTRATION DEVICE,708
OMNIPOD INSULIN PUMP,709
640G INSULIN PUMP MMT-1712B,710
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,711
LOCKING COMPRESSION PLATE BROAD AXSOS 16 HOLE / L299MM 5.0MM LOCKING SET,712
ALL-IN-ONE CONTAINER,713
STYLE 68 SALINE FILLED BREAST IMPLANT,714
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,715
530G INSULIN PUMP MMT-751NAB,716
QUARTET,717
CARB-BITE DEBAKEY NH 10-1/2,718
5.5MM PEEK ALLTHREAD KNOTLESS,719
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,720
OMNIPOD INSULIN PUMP,721
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,722
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,723
ACRYSOF IQ TORIC SINGLEPIECE IOL,724
OPTIFLUX F250NRE DIALYZER,725
640G INSULIN PUMP MMT-1711K,726
MEDFUSION MEDFUSION 3500 SYRINGE PUMP,727
ANIMAS VIBE,728
LACTOSORB SYSTEM 14MM RAPID FLAP,729
MEDFUSION MEDFUSION 3500 SYRINGE PUMP,730
MEDFUSION MEDFUSION 3500 SYRINGE PUMP,731
CLEARCUT KNIVES,732
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,733
UNKNOWN OPTEASE RETREIVABLE VENA CAVA FILTER,734
M2A-MAGNUM PF CUP 50ODX44ID,735
INNOVA,736
LOCKING INSERT AXSOS 5.0MM LOCKING SET,737
LOCKING INSERT AXSOS 5.0MM LOCKING SET,738
LOCKING SCREW AXSOS 5.0MM / L40MM,739
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,740
OPTIFLUX F250NRE DIALYZER,741
2008K2 HEMODIALYSIS SYS. OLC/DIASAFE PLS,742
BONE SCR 6.5X30 SELF-TAP,743
KANGAROO,744
BD MICROTAINER TUBE WITH BD MICROGARD CLOSURE,745
PHILIPS SONICARE,746
630G INSULIN PUMP MMT-1715K 630G BLACK MG,747
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,748
KANGAROO,749
OMNIPOD INSULIN PUMP,750
SURESIGNS VM 4 PATIENT MONITOR,751
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,752
CD2215-36Q CURRENT ACCEL DR ICD,753
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,754
ENDO GIA,755
RIATA PASSIVE FIXATION,756
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,757
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-554CMB,758
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,759
NI,760
HEARTWARE VENTRICULAR ASSIST SYSTEM-DRIVELINE CABLE,761
OPTIFLUX F250NRE DIALYZER,762
OPTIFLUX F250NRE DIALYZER,763
ENDO GIA,764
"ARROW PEDIATRIC JUGULAR SET: 20 GA X 5""""",765
ROTICULATOR,766
UNKNOWN M/L TAPER STEM,767
EVOLUT R TRANSCATHETER AORTIC VALVE,768
AVANCE,769
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,770
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,771
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,772
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,773
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,774
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,775
INFUSOR,776
INFUSOR,777
RIATA ACTIVE FIXATION,778
OPTIFLUX F250NRE DIALYZER,779
1-DAY ACUVUE MOIST,780
VERSYS BEADED FULLCOAT FEMORAL STEM,781
630G INSULIN PUMP MMT-1715K 630G BLACK MG,782
OMNIPOD INSULIN PUMP,783
ASTRAL 100 - AMER,784
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,785
PERSONA VIVACIT-E FIXED BEARING UC ARTICULAR SURFACE,786
RIATA ACTIVE FIXATION,787
MICROPLEX HYPERSOFT HELICAL VTA,788
7.0 COMPRESSION SCREW DRILL,789
PERCLOSE PROGLIDE 6F SUTURE MEDIATED CLOSURE (SMC) SYSTEM,790
640G INSULIN PUMP MMT-1712B,791
HIP INSTRUMENT,792
"TELEFLEX ISIS SUBGLOTTIC SEC. ETT, 7.5",793
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-554CML,794
OMNIPOD INSULIN PUMP,795
SMALL BATTERY DRIVE,796
DEVON,797
SYNERGY II EVEROLIMUS-ELUTING PLATINUM CHROMIUM CORONARY STENT SYSTEM,798
FLOGARD,799
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,800
530G INSULIN PUMP MMT-751LNAH,801
LIGAMAX-5MM ENDO CLIP APPLIER,802
OCCLUSION BALLOON CATHETER,803
BD SYRINGE WITH NEEDLE,804
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723NAP,805
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,806
ETHICON MESH UNKNOWN,807
PROCEED*SURG MESH/MULTI LYR,808
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,809
INTERSTIM II,810
INTERSTIM II,811
BD MICROLANCE NEEDLE,812
PRECISION SPECTRA,813
MONOJECT,814
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,815
V-LOC 90,816
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,817
640G INSULIN PUMP MMT-1711K,818
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,819
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,820
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,821
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,822
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,823
KANGAROO,824
ULTRAPRO PLUG (SMALL),825
ENDO GIA,826
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,827
MERCURY,828
630G INSULIN PUMP MMT-1715K 630G BLACK MG,829
CERTAIN GOLD-TITE HEXED SCREW,830
INFINITI VISION SYSTEM,831
CART 9734056 S7 STAFF SHRT 100-120V INTL,832
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,833
STYLE 468 SALINE FILLED BREAST IMPLANT,834
STYLE 468 SALINE FILLED BREAST IMPLANT,835
SYNCHROMED II,836
HEARTWARE VENTRICULAR ASSIST SYSTEM - PUMP,837
PULSE GEN MODEL 103,838
FREESTYLE LIBRE,839
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,840
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,841
640G INSULIN PUMP MMT-1710K,842
SYNCHROMED II,843
BD INSYTE AUTOGUARD BC SHIELDED IV CATHETER,844
EEA,845
SAGITTAL SAW ATTACHMENT,846
BD VACUTAINER WINGED SAFETY PBBCS WITH TUBING AND LUER ADAPTER,847
INTELLIS,848
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,849
630G INSULIN PUMP MMT-1715K 630G BLACK MG,850
640G INSULIN PUMP MMT-1711K,851
VERIFY,852
AUTO SUTURE,853
ASSURITY MRI,854
NI,855
INTELLIS,856
INTELLIS,857
HANDPIECE MICS,858
HANDPIECE MICS,859
RIO SYSTEM IRRIGATION CLIP,860
INTELLIS,861
COREVALVE TRANSCATHETER AORTIC VALVE,862
530G INSULIN PUMP MMT-751NAP,863
BD SAFETYGLIDE NEEDLE,864
UNKNOWN ASCENT BEARING,865
STYLE 133FX TISSUE EXPANDER,866
RESTORE ADVANCED,867
3.5MM CORTEX SCREW SELF-TAPPING 50MM,868
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523RNAL,869
COCR FEM HD 40MM TYPE 1 +9MM,870
VASO VIEW HEMOPRO,871
COCR FEMORAL HEAD,872
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,873
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523NAP,874
640G INSULIN PUMP MMT-1712K,875
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,876
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,877
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWS,878
BD LUER-LOK SYRINGE BULK STERILE PHARMACY CONVENIENCE TRAY,879
640G INSULIN PUMP MMT-1711K,880
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,881
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,882
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,883
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,884
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,885
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,886
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,887
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,888
HEARTWARE VENTRICULAR ASSIST SYSTEM - CONTROLLER 2.0,889
SPRINT FIDELIS,890
MINICAP TRANSFER SET,891
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM DEXCOM SHARE SYSTEM,892
HEAR ATE II LVAS,893
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,894
640G INSULIN PUMP MMT-1711W,895
STARCLOSE SE VASCULAR CLOSURE SYSTEM,896
ACRYSOF RESTOR TORIC SINGLEPIECE IOL,897
ACRYSOF RESTOR TORIC SINGLEPIECE IOL,898
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,899
MMT-715 PARADIGM INSULIN PUMP,900
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,901
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,902
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,903
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,904
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,905
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,906
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,907
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,908
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM DEXCOM SHARE SYSTEM,909
630G INSULIN PUMP MMT-1715K 630G BLACK MG,910
LINEAGE(R) TRANSCEND(R) CERAMIC FEMORAL HEAD,911
HEARTSTART ONSITE,912
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,913
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,914
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,915
"ALUMINA V40-FEMORAL HEAD 36MM, +5MM NK",916
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723RNAL,917
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723LNAS,918
VERIFY,919
HEARTWARE VENTRICULAR ASSIST SYSTEM - BATTERY,920
X3 HUMERAL INSERT - 36MM X 4MM STANDARD,921
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,922
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWL,923
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,924
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,925
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,926
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP,927
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,928
630G INSULIN PUMP MMT-1715K 630G BLACK MG,929
RESERVOIR 3ML MMT-332A,930
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,931
530G INSULIN PUMP MMT-751NAS,932
QUADRA ASSURA ICD,933
530G INSULIN PUMP MMT-551NAS,934
630G INSULIN PUMP MMT-1715K 630G BLACK MG,935
530G INSULIN PUMP MMT-751LNAS,936
AMIA AUTOMATED PD CYCLER SET,937
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723RNAH,938
SURGIPRO LL,939
530G INSULIN PUMP MMT-751NAB,940
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,941
ENDO GIA ULTRA,942
FUSION NAVIGATION SYSTEM,943
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,944
"CFF33, 11X100 KII FIOS ADVFIX 6/BX",945
CD2257-40 FORTIFY ASSURA DR ICD_IDE_US,946
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,947
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,948
ENDO GIA ULTRA,949
640G INSULIN PUMP MMT-1712K,950
QUADRA ASSURA MP ICD,951
HIRES 90K IMPLANT,952
530G INSULIN PUMP MMT-751NAH,953
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,954
LIFEPAK(R) 20 DEFIBRILLATOR/MONITOR,955
ENDO GIA ULTRA,956
PUMP MMT-1715KM 630G 3ML BLACK MEDI,957
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-522LNAH,958
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,959
TOSOH HLC-723G8 ANALYZER,960
640G INSULIN PUMP MMT-1712K,961
TECNIS,962
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-523LNAS,963
640G INSULIN PUMP MMT-1712B,964
PARADIGM REAL-TIME REVEL INSULIN INFUSION PUMP MMT-723NAS,965
630G INSULIN PUMP MMT-1715K 630G BLACK MG,966
ISOFLEX OPTIM LEAD,967
PUMP MMT-1780K 670G 3ML BLACK,968
630G INSULIN PUMP MMT-1715K 630G BLACK MG,969
630G INSULIN PUMP MMT-1715K 630G BLACK MG,970
JUVEDERM VOLLURE XC 2X1 ML,971
QUADRA ASSURA MP ICD,972
UNKNOWN,973
PUMP MMT-1715KM 630G 3ML BLACK MEDI,974
530G INSULIN PUMP MMT-751NAS,975
640G INSULIN PUMP MMT-1711H,976
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,977
ASTRAL 150 - FUKUDA,978
PUMP MMT-1780KPK 670G PATHWAY BLACK MG,979
PUMP MMT-1714K 630G BLACK MMOL CANADA,980
640G INSULIN PUMP MMT-1712K,981
530G INSULIN PUMP MMT-751NAP,982
SENSOR ENLITE MMT-7008A,983
PARADIGM REAL-TIME INSULIN INFUSION PUMP MMT-754WWB,984
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,985
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,986
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,987
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,988
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,989
640G INSULIN PUMP MMT-1712K,990
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,991
TECNIS ITEC PRELOADED 1-PIECE IOL,992
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,993
630G INSULIN PUMP MMT-1715K 630G BLACK MG,994
ANIMAS INSULIN CARTRIDGE,995
UNKNOWN PHOENIX ANKLE NAIL,996
UNKNOWN HUMERAL COMPONENT,997
OPTIFLUX 180NRE DIALYZER FINISHED ASSY.,998
UNID ROD,999
SYNERGY,1000
OT VERIO IQ METER,1001
OT VERIO2 METER,1002
OT VERIO IQ METER,1003
OT VERIO2 METER,1004
UNKNOWN,1005
GUNTHER TULIP JUGULAR VENA CAVA FILTER SET,1006
UNKNOWN,1007
OT VERIO FLEX METER,1008
ESSURE,1009
MED-EL COMBI 40+ COCHLEAR IMPLANT SYSTEM,1010
RESOLUTE ONYX RX,1011
ENDURANT IIS BIFURCATED STENT GRAFT,1012
SPECTRUM INFUSION PUMP,1013
MED-EL COMBI 40+ COCHLEAR IMPLANT SYSTEM,1014
SPECTRUM INFUSION PUMP,1015
SPECTRUM INFUSION PUMP,1016
FREESTYLE PRECISION NEO,1017
G7 10 DEG E1 LINER 32MM F,1018
"FT4, FREE THYROXINE",1019
SPECTRUM INFUSION PUMP,1020
FREESTYLE FREEDOM LITE,1021
R SERIES DEFIBRILLATOR,1022
"CAREASSIST ES155/255/455, NUL",1023
DUROM ACETABULAR COMPONENT 52/46 CODE L,1024
ELECSYS TSH ASSAY,1025
FREESTYLE INSULINX,1026
FREESTYLE INSULINX,1027
FREESTYLE INSULINX,1028
FREESTYLE LITE,1029
FREESTYLE LITE,1030
FREESTYLE FREEDOM LITE,1031
DUROM ACETABULAR COMPONENT 50/44 CODE J,1032
UNKNOWN HIP ACETABULAR LINERS,1033
UNKNOWN KNEE TIBIAL INSERT,1034
"CMN FEMORAL NAIL, CCD 125 , LEFT, 13 MM, 34 CM",1035
UNKNOWN KNEE FEMORAL,1036
FREESTYLE FREEDOM,1037
ASR ACETABULAR IMPLANT 58,1038
R SERIES DEFIBRILLATOR,1039
ANIMAS VIBE,1040
FREESTYLE FREEDOM LITE,1041
FREESTYLE FREEDOM LITE,1042
ANIMAS VIBE,1043
FREESTYLE LITE,1044
ALTRX +4 10D 36IDX56OD,1045
FREESTYLE PRECISION NEO,1046
MP20 INTELLIVUE PATIENT MONITOR,1047
COBAS E 411 IMMUNOASSAY ANALYZER,1048
DEXCOM G4 PLATINUM CONTINUOUS GLUCOSE MONITORING SYSTEM,1049
ATTUNE FB TIBIAL IMPACTOR,1050
PINNACLE SECTOR II CUP 62MM,1051
VERSACARE FRAME,1052
ALTRX +4 10D 40IDX68OD,1053
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,1054
SMARTSET MV 40G - EO,1055
FREESTYLE PRECISION NEO,1056
ETS FLEX ARTICNG LNR CUTR 45MM,1057
STYLE 68 SALINE FILLED BREAST IMPLANT,1058
SMARTSET GMV 40G US EO,1059
FREESTYLE PRECISION NEO,1060
FREESTYLE PRECISION NEO,1061
MBT CEM KEEL TIB TRAY SZ3,1062
ETS FLEX ARTICNG LNR CUTR 45MM,1063
"NOZZLE,STRAIGHT,ABC,DISP/20",1064
QUICKSET 1PC FLEX DRILL BIT 25,1065
QUICKSET ACE GRATER HEAD 53MM,1066
QUADRA ASSURA MP ICD,1067
MESH VENTRALEX,1068
MESH VENTRALEX,1069
MESH VENTRALEX,1070
POLIGRIP UNKNOWN,1071
PROMETRA INTRATHECAL CATHETER KIT,1072
UNKNOWN HIP FEMORAL HEAD,1073
MIDAS REX,1074
AEQUALIS PRESS FIT STEM,1075
AEQUALIS HUMERAL HEAD,1076
UNKNOWN HIP ACETABULAR LINERS,1077
UNKNOWN HIP ACETABULAR LINERS,1078
ON-X PROSTHETIC AORTIC VALVE WITH CONFORM-X SEWING RING AND EXTENDED HOLDER,1079
CONSTELLATION VISION SYSTEM,1080
MBT REVISION CEM TIB TRAY SZ 4,1081
TACTICATH,1082
DIEGO ELITE,1083
UNKNOWN HIP FEMORAL STEM,1084
ITOTAL G2,1085
UNKNOWN HIP FEMORAL STEM,1086
PRECISION XTRA,1087
E SERIES DEFIBRILLATOR,1088
JETSTREAM XC ATHERECTOMY CATHETER,1089
PROSTALAC MOLD SZ3 240 RT,1090
ACETABULAR CUP HAP SIZE 52/58,1091
GLOBAL UNITE TR BODY SZ14 135,1092
GOBED,1093
ACTIVA,1094
SKYN,1095
SKYN,1096
RESURFACING FEMORAL HEAD 46MM,1097
DXTEND SCREW LOCK D4.5X36MM,1098
BHR FEMORAL HEAD,1099
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,1100
"S-ROM*S STD,42 NK,18X13X160",1101
R3 38MM ID INTL COCR LINER 50MM,1102
DEXCOM G5 MOBILE CONTINUOUS GLUCOSE MONITORING SYSTEM,1103
ENDO ANCHOR SYSTEM - HELI-FX AAA,1104
FREESTYLE PRECISION NEO,1105
FREESTYLE PRECISION NEO,1106
DXTEND SCREW LOCK D4.5X30MM,1107
FREESTYLE PRECISION NEO,1108
NBX NON-BRIDGING FRACTURE FIXATION SHOULDER,1109
CLEARLINK/CONTINU-FLO/DUO-VENT,1110
UNKNOWN,1111
ALARIS SMARTSITE,1112
ALARIS,1113
EMERGE,1114
PREVANTICS,1115
MALEM,1116
MALEM ALARM,1117
HOWARD MEDICAL HI PINNACLE CART,1118
TENENT (SMITH AND NEPHEW) T-MAX SHOULDER POSITIONER,1119
"HF-RESECTION ELECTRODE, LOOP, 24FR.",1120
ZIO HEART MONITOR,1121
ALLEGRETTO WAVELIGHT EYE-Q,1122
DISPOSABLE DIALYSIS EQUIPMENT,1123
DUAL CAP,1124
SYNVISC ONE,1125
APOLLO RF,1126
LIFENET ALLOGRAFT,1127
TEVADAPTOR VIAL ADAPTOR,1128
BOSTON SCIENTIFIC GENESYS HTA SYSTEM,1129
ST. JUDE MEDICAL 7122 DURATA,1130
HYDROLINE TRUMPET VALVE,1131
AIROPTIX LENSES FOR ASTIGMATISM,1132
CADD PUMP,1133
AOR OPTIX LENSES FOR ASTIGMATISM,1134
CAREFUSION SMARTSITE BLOOD INFUSION SET,1135
OVERSTITCH ENDOSCOPIC SUTURING SYSTEM,1136
CAREFUSION SMARTSITE INFUSION SET,1137
"ASSY, ECM3",1138
SWITCHPOINT INFINITY 3,1139
ENTERAL FEEDING TUBE DECLOGGER,1140
VISION SYSTEM ROBOT ARM,1141
CADD MS3,1142
CADD LEGACY,1143
ESSURE,1144
ESSURE,1145
ESSURE,1146
ESSURE,1147
FITBIT CHARGE 2,1148
CPAP,1149
LASIK,1150
DXTEND SCREW LOCK D4.5X30MM,1151
